2.327197	3.290175	B
4.115585	5.135882	A
5.858116	6.69499	phai
7.325512	8.804369	xuong
9.182683	10.271765	nhay
10.833502	12.163328	nhay
12.667746	13.630724	phai
14.410277	15.740103	trai
16.15281	17.32214	trai
17.929733	18.927103	phai
19.729585	21.047948	sil
21.747252	22.859263	nhay
23.604423	24.624723	A
25.289635	26.424575	nhay
27.123879	28.167105	B
28.682987	30.219165	xuong
30.597479	31.491672	ban
32.317081	33.22274	B
34.071077	35.068447	len
35.779217	37.109044	trai
37.521748	38.576438	A
39.046463	39.837481	sil
