0.423764	0.824308	phải
0.893968	1.195828	nhảy
1.230658	1.729887	A
1.816961	2.217506	phải
2.484535	2.879274	nhảy
3.065034	3.523628	phải
3.808073	4.109932	phải
4.388571	4.835556	xuống
4.986485	5.346395	nhảy
5.503129	5.863039	nhảy
6.571247	6.971791	B
7.122721	7.546485	bắn
7.581315	8.173424	xuống
8.277914	8.655238	A
8.730703	9.224127	bắn
9.299592	9.700136	phải
9.793016	10.315465	trái
10.390930	10.791474	bắn
10.849524	11.209433	phải
11.255873	11.464853	B
12.335601	12.921905	nhảy
12.968345	13.310839	lên 
13.705578	14.082902	phải
14.280272	14.576327	phải
14.680816	14.988481	lên
15.644444	16.120454	trái
16.172698	16.532608	nhảy
16.596463	16.985397	phải
17.072472	17.467211	B
17.409161	17.798095	xuống
18.488889	18.901043	lên
19.028753	19.388662	phải
19.464127	19.777596	nhảy
19.818231	20.137506	A
20.183946	20.520635	trái
20.549660	20.944399	B
21.391383	21.768707	phải
21.768707	22.099592	trái
22.169252	22.529161	lên
22.819410	23.074830	lên
23.870113	24.270658	trái
24.346122	24.671202	A
24.769887	25.112381	xuống
25.240091	25.512925	lên
25.779955	26.046984	bắn
26.377868	26.830658	xuống
26.906122	27.318277	phải
27.370522	27.776871	trái
27.840726	28.241270	lên
28.345760	28.624399	lên
