0.000000	0.267029	phải
0.359909	0.609524	phải
0.772063	1.114558	nhảy
1.114558	1.422222	B
1.468662	1.851791	A
1.880816	2.142041	xuống
2.217506	2.542585	B
2.542585	2.827029	lên
2.902494	3.204354	trái
3.204354	3.453968	lên
3.929977	4.324717	B
4.365351	4.673016	bắn
4.673016	5.009705	phải
5.096780	5.445079	phải
5.677279	6.019773	bắn
6.182313	6.530612	nhảy
6.652517	6.931156	bắn
7.012426	7.349116	bắn
7.349116	7.598730	B
7.598730	7.883175	lên
8.382404	8.684263	B
8.684263	9.108027	nhảy
9.142857	9.404082	nhảy
9.462132	9.822041	trái
9.891701	10.205170	bắn
10.234195	10.594104	trái
10.623129	10.965624	A
10.965624	11.313923	lên
11.313923	11.598367	lên
11.598367	11.859592	bắn
12.411066	12.776780	bắn
12.776780	13.125079	lên
13.125079	13.444354	A
13.479184	13.746213	B
13.786848	14.100317	trái
14.123537	14.378957	xuống
14.483447	14.715646	B 
14.715646	14.971066	bắn
15.058141	15.348390	A
15.383220	15.719909	nhảy
16.126259	16.474558	trái
16.474558	16.741587	trái
16.811247	17.060862	B
17.089887	17.374331	nhảy
17.374331	17.618141	B
17.658776	18.012880	B
18.326349	18.663039	lên
18.872018	19.162268	trái
19.231927	19.527982	trái
19.591837	19.841451	bắn
