0.383129	0.737234	bắn
0.777868	1.137778	trái
1.184218	1.613787	xuống
1.695057	2.142041	phải
2.188481	2.478730	bắn
2.525170	2.803810	lên
2.960544	3.297234	phải
3.349478	3.715193	xuống
3.767438	4.156372	nhảy
4.197007	4.516281	nhảy
5.381224	5.712109	A
5.746939	6.095238	nhảy
6.182313	6.530612	nhảy
6.582857	6.861497	bắn
6.942766	7.383946	B
7.778685	8.173424	nhảy
8.260499	8.614603	bắn
8.643628	8.899048	B
8.928073	9.206712	trái
9.264762	9.502766	B
10.472200	10.750839	trái
10.774059	11.180408	lên
11.081723	11.435828	nhảy
11.488073	11.871202	B
11.906032	12.202086	lên
12.283356	12.538776	A
12.573605	12.927710	A
12.962540	13.270204	bắn
13.310839	13.572063	bắn
13.595283	13.984218	xuống
14.396372	14.709841	bắn 
14.773696	15.191655	trái
15.336780	15.696689	nhảy
15.772154	16.097234	B
16.213333	16.486168	phải
16.538413	16.875102	trái
16.956372	17.240816	phải
17.240816	17.565896	nhảy
18.123175	18.419229	lên
18.419229	18.721088	B
19.458322	19.835646	lên
19.835646	20.375510	trái
20.845714	21.223039	nhảy
21.263673	21.652608	trái
22.035737	22.447891	phải
22.447891	22.743946	lên
22.767166	23.057415	xuống
23.057415	23.347664	B
23.411519	23.678549	xuống
23.608889	23.870113	A
