0.058050	0.394739	nhảy
0.435374	0.702404	bắn
0.743039	1.102948	xuống
1.102948	1.399002	phải
1.439637	1.799546	B
1.840181	2.113016	bắn
2.171066	2.589025	xuống
2.589025	2.879274	bắn
2.977959	3.239184	bắn
3.291429	3.715193	nhảy
4.069297	4.405986	phải
4.405986	4.794921	trái
4.835556	5.108390	A
5.154830	5.474104	A
5.642449	5.955918	phải
6.019773	6.321633	trái
6.426122	6.774422	lên
6.774422	7.111111	xuống 
7.134331	7.407166	lên
8.010884	8.237279	A
8.341769	8.632018	A
8.782948	9.044172	lên
9.148662	9.537596	B
9.566621	9.804626	nhảy
9.862676	10.187755	A
10.228390	10.507029	B
10.588299	10.878549	xuống
10.936599	11.180408	phải
11.226848	11.377778	Bắn
11.998912	12.271746	A
12.358821	12.654875	trái
12.765170	12.979955	trái
13.032200	13.374694	A
13.461769	13.786848	phải
13.786848	14.117732	nhảy
14.158367	14.460227	xuống
14.524082	14.889796	B
14.965261	15.243900	xuống
15.243900	15.499320	lên
15.946304	16.265578	A
16.341043	16.642902	phải
16.683537	16.962177	B
16.997007	17.298866	nhảy
17.351111	17.641361	trái
17.687800	17.983855	bắn
18.413424	18.755918	nhảy
18.784943	19.115828	phải
19.139048	19.377052	B
19.377052	19.557007	B
