0.491145	1.025946	len
1.200576	1.582577	nhay
1.822692	2.324751	ban
2.433894	2.837724	ban
3.045096	3.481669	ban
3.645384	4.038300	phai
4.267500	4.725902	ban
4.878703	5.315275	xuong
5.620877	6.035621	B
6.232079	6.712309	B
7.061567	7.541797	B
7.760084	8.251228	B
8.502258	8.927917	trai
9.178946	9.637348	nhay
9.942949	10.346779	A
10.543236	10.990724	len
11.241753	11.678326	nhay
11.852955	12.245871	len
12.453243	12.791587	len
13.108102	13.533761	len
13.937591	14.395993	xuong
14.625193	15.127252	xuong
15.454682	15.945826	A
16.185942	16.611600	ban
16.928116	17.364688	nhay
17.517489	17.986805	ban
18.194177	18.685322	len
18.903608	19.285609	ban
19.634868	20.049612	xuong
20.300641	20.715386	B
21.108301	21.588532	trai
21.697675	22.265220	len
22.559906	23.040137	B
23.291166	23.815054	xuong
23.956940	24.437170	ban
24.677285	25.266659	A
25.626831	26.107061	trai
26.499977	26.772835	phai
27.100265	27.591409	phai
27.798782	28.191697	ban
28.606442	29.043014	nhay
29.294044	29.817931	B
30.068961	30.647420	trai
30.832963	31.258622	xuong
31.640623	32.109939	phai
32.437369	32.906685	phai
33.135886	33.627030	B
33.779831	34.325547	ban
34.576576	35.100464	nhay
35.264179	35.689837	ban
36.028181	36.519326	phai
36.803098	37.228757	trai
37.501615	37.883616	nhay
38.221960	38.745848	len
38.920477	39.509851	len
39.804537	40.230196	phai
40.426654	40.928713	A
41.081513	41.561743	nhay
41.747287	42.172945	A
42.423975	42.882376	len
43.144320	43.635465	xuong
43.864666	44.410382	ban
44.595925	44.999755	trai
45.250785	45.643700	nhay
45.927473	46.342217	
46.625989	47.029819	ban
47.324506	47.793822	A
47.990280	48.372281	nhay
48.732454	49.114455	len
49.376399	49.725657	nhay
