0.654859	1.146004	ban
1.233319	1.637149	ban
1.789949	2.237436	len
2.313837	2.728581	ban
2.848638	3.241554	ban
3.372526	3.863670	xuong
3.983728	4.409387	A
4.594930	4.966017	B
5.140646	5.577219	trai
5.751848	6.177507	B
6.559508	7.170710	nhay
7.258025	7.792827	xuong
7.967456	8.404029	trai
8.600487	9.026145	B
9.320832	9.790148	phai
9.899291	10.324950	trai
10.510493	10.892495	phai
11.023467	11.547354	len
11.667412	12.049413	nhay
12.224042	12.671529	B
13.315474	13.730219	phai
13.883019	14.363250	nhay
14.428735	14.974452	nhay
15.127252	15.585654	ban
15.705711	16.196856	A
16.273256	16.753486	xuong
16.917201	17.386517	xuong
17.484746	17.932233	trai
18.008634	18.401549	ban
18.576178	18.892694	ban
19.547553	20.005955	B
20.158755	20.540757	nhay
20.726300	21.173787	trai
21.250188	21.643103	ban
21.795904	22.177905	trai
22.254305	22.767279	xuong
22.854593	23.389395	len
23.509453	23.924197	A
24.022426	24.437170	nhay
24.633628	24.971972	B
25.637746	26.107061	trai
26.238033	26.685521	B
26.772835	27.198494	xuong
27.351294	27.766039	A
27.929753	28.311755	phai 
28.377241	28.890214	len
28.988443	29.446844	phai
29.555988	30.014389	ban
30.134447	30.505534	A
30.647420	31.062164	len
