0.458402	0.927717	phai
0.982289	1.582577	xuong
1.680806	2.128293	A
2.313837	2.772238	A
2.859553	3.219725	nhay
3.503498	3.929156	A
4.092871	4.463958	trai
4.725902	5.129732	ban
5.304361	5.719105	A
5.893735	6.264822	nhay
6.788709	7.399911	xuong
7.618198	8.032942	B
8.283971	8.676887	B
8.840602	9.342661	A
9.495461	9.811977	phai
9.975692	10.477750	xuong
10.630551	11.067124	trai
11.285410	11.601926	nhay
11.874784	12.224042	phai
12.475072	12.846159	nhay
13.555590	14.057648	xuong
14.232278	14.592450	B
14.745251	15.203652	B
15.411025	15.825769	ban
15.967655	16.404228	B
16.491543	16.960859	len
17.233717	17.550232	phai
17.801261	18.259663	A
18.346978	18.641664	ban
18.914522	19.274695	B
20.038698	20.551671	B
20.638985	21.195616	xuong
21.326588	21.719503	nhay
21.915961	22.374363	nhay
22.548992	23.061965	xuong
23.280252	23.705910	A
23.869625	24.262541	trai
24.458999	24.928315	trai
25.113858	25.517688	ban
25.834203	26.216205	nhay
26.805578	27.340380	B
27.460438	27.962496	A
28.071640	28.475470	phai
28.682842	29.239472	xuong
29.370444	29.708788	nhay
30.003475	30.396391	nhay
30.647420	31.029421	phai
31.258622	31.629709	trai
31.771595	32.208168	trai
32.459198	32.753884	phai
