0.447487	0.884060	A
0.982289	1.386119	xuong
1.593491	1.997321	A
2.073721	2.477551	xuong
2.652181	3.023268	ban
3.099668	3.601727	len
3.754527	4.114700	ban
4.300243	4.693159	B
4.813217	5.184304	B
5.304361	5.697277	len
6.439451	6.854195	A
6.996081	7.432654	A
7.519969	7.989285	nhay
8.109342	8.567744	trai
8.644144	9.047974	A
9.135289	9.615519	xuong
9.746491	10.150321	A
10.248550	10.608722	ban
10.739694	11.187181	ban
11.274496	11.634669	nhay
12.376843	12.791587	phai
12.878902	13.370046	len
13.533761	13.937591	trai
14.046734	14.461478	B
14.581536	14.996280	len
15.170909	15.520168	A
15.662054	16.022227	A
16.218685	16.600686	nhay
16.720743	17.059087	ban
17.200974	17.561146	trai
18.281492	18.728979	A
18.870865	19.263781	trai
19.405667	19.744011	phai
19.885897	20.322470	xuong
20.497099	20.846358	trai
20.977329	21.402988	len
21.533960	21.970533	xuong
22.068762	22.483506	xuong
22.603564	22.996479	trai
23.083794	23.487624	xuong
24.382598	24.873743	trai
24.982886	25.397630	B
25.615917	26.030661	B
26.172547	26.521806	B
26.652778	27.100265	B
27.263980	27.711467	xuong
27.798782	28.202612	len
28.333583	28.781071	len
28.901128	29.348616	trai
29.435930	29.861589	xuong
31.313194	31.826167	ban
31.957139	32.393712	trai
32.491941	32.972171	xuong
33.114057	33.506973	phai
33.627030	34.118175	ban
34.172746	34.587491	len
34.729377	35.133207	phai
35.253264	35.624351	xuong
35.820809	36.093667	nhay
36.279211	36.683041	nhay
37.370643	37.752645	A
37.938188	38.342018	nhay
38.451161	38.898648	nhay
39.062363	39.466193	ban
39.542594	39.990081	B
40.099224	40.568540	nhay
40.677683	41.070599	ban
41.256142	41.616315	B
41.725458	42.118374	trai
42.238431	42.631347	B
43.253463	43.679122	trai
43.799180	44.268496	len
44.399467	44.770554	nhay
44.912441	45.283528	B
45.436328	45.796501	len
45.971130	46.418617	A
46.505932	46.920676	A
47.040734	47.422735	ban
47.520964	47.946623	ban
48.023023	48.415938	xuong
49.038055	49.540114	ban
49.660171	50.053087	trai
50.173144	50.566060	nhay
50.740689	51.144519	B
51.275491	51.548349	phai
51.712064	52.126808	trai
52.290523	52.628867	phai
52.759839	53.152755	nhay
53.327384	53.687557	len
53.796700	54.211444	B
54.789903	55.335619	len
55.466591	55.946822	trai
56.077793	56.405223	nhay
56.547109	56.950939	trai
57.114654	57.463912	phai
57.616713	58.009629	len
58.129686	58.511688	xuong
58.609916	59.024661	B
59.111975	59.515805	xuong
59.592206	59.952378	A
