0.0	1.555736	sil
1.648616	3.250794	nhay
3.366894	4.92263	xuong
5.03873	6.455148	nhay
6.617688	7.987664	nhay
8.080544	9.82204	B
9.82204	11.145578	nhay
11.377778	12.840634	A
13.003174	14.396372	xuong
14.582132	16.021768	xuong
16.021768	17.461406	trai
17.809706	19.319002	ban
19.435102	20.87474	A
21.060498	22.569796	B
22.755556	24.171972	ban
24.264852	25.63483	nhay
25.79737	27.237006	nhay
27.422766	29.071384	xuong
29.210702	30.72	B
30.9522	32.252518	B
32.484716	34.063674	len
34.272654	35.89805	trai
36.06059	37.546666	xuong
37.732426	39.172064	len
39.334604	40.82068	trai
40.93678	42.538956	B
42.724716	44.210794	ban
44.350114	45.90585	B
46.13805	47.600908	ban
47.600908	48.994104	phai
49.203084	50.68916	trai
50.87492	52.523538	trai
52.686078	54.079274	xuong
54.218594	55.402812	nhay
55.704672	57.260408	B
57.376508	58.816146	ban
59.094784	60.534422	B
60.813062	62.136598	xuong
62.415238	63.761996	nhay
64.133514	65.526712	xuong
65.712472	67.175328	len
67.361088	68.870386	trai
69.032926	70.426122	A
70.658322	71.98186	nhay
72.260498	73.746576	xuong
73.932336	75.186214	phai
75.488072	76.78839	ban
77.04381	78.645986	A
78.831746	80.201724	ban
80.341044	81.54848	phai
81.92	83.057778	xuong
83.057778	84.992064	sil
