0.000000	0.777868	sil
0.859138	1.532517	phai
1.671837	2.333605	B
2.438095	3.215964	B
3.332063	3.959002	xuong
4.075102	4.713651	nhay
4.876190	5.584399	B
5.665669	6.327438	phai
6.571247	7.186576	xuong
7.337506	7.999274	phai
8.185034	8.893243	A
8.986122	9.636281	ban
9.787211	10.495420	phai
10.599909	11.273288	len
11.447438	12.144036	phai
12.341406	13.061224	A
13.188934	13.873923	B
14.024853	14.779501	trai
14.849161	15.603810	trai
15.696689	16.393288	len
16.567438	17.229206	xuong
17.391746	18.076735	xuong
18.250884	18.924263	A
19.028753	19.853061	A
19.969161	20.630930	trai
20.758639	21.408798	len
21.559728	22.221497	nhay
22.500136	23.196735	xuong
23.278005	23.904943	phai
24.067483	24.729252	len
24.973061	25.669660	trai
25.797370	26.482358	A
26.679728	27.411156	trai
27.469206	28.235465	trai
28.305125	29.013333	A
29.129433	29.756372	nhay
29.907302	30.708390	trai
30.789660	31.474649	B
31.695238	32.391837	trai
32.519546	33.146485	nhay
33.355465	34.005624	ban
34.202993	34.806712	ban
35.085351	35.816780	trai
35.956100	36.536599	nhay
36.780408	37.465397	A
37.674376	38.347755	ban
38.452245	39.230113	B
39.381043	40.007982	phai
40.147302	40.774240	len
41.041270	41.749478	A
41.830748	42.411247	nhay
42.411247	43.340045	sil
