0.0	0.397342	sil
0.30385	1.799724	len
1.893216	3.435836	B
3.52933	4.955084	xuong
5.048576	6.731436	trai
6.731436	8.274056	trai
8.274056	9.466082	nhay
9.559574	11.102194	A
11.242432	12.785052	trai
12.69156	14.023824	nhay
14.164062	15.776802	B
15.98716	17.646646	trai
17.646646	19.119146	trai
19.119146	20.498156	nhay
20.615022	22.22776	xuong
22.391372	23.700262	ban
23.887246	25.546732	len
25.640224	27.159472	len
27.276338	28.795584	trai
29.005942	30.408324	phai
30.501816	32.114556	len
32.208048	33.703924	len
34.007772	35.386782	ban
35.503648	36.90603	len
37.022894	38.869366	B
38.869366	40.411986	phai
40.505478	42.118218	nhay
42.235082	43.75433	trai
43.847822	45.717666	trai
45.881278	47.330406	A
47.564136	48.966518	xuong
49.223622	50.789616	trai
51.046718	52.402356	trai
52.612712	54.248826	phai
54.389064	55.721326	phai
55.861564	57.310694	len
57.450932	59.20391	len
59.20391	60.676412	nhay
60.81665	62.546254	trai
62.639746	64.088874	B
64.229114	65.701614	ban
65.958718	67.524712	len
67.711696	69.254316	B
69.394554	70.89043	A
71.170906	72.66678	ban
72.783646	74.232774	trai
74.34964	75.728648	ban
75.845514	77.20115	len
77.411508	78.837264	phai
78.977502	80.309764	phai
80.590242	81.80564	xuong
81.96925	83.652108	sil
